mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex,speaker_5_ID,speaker_5_sex,speaker_6_ID,speaker_6_sex,speaker_7_ID,speaker_7_sex,speaker_8_ID,speaker_8_sex,speaker_9_ID,speaker_9_sex,speaker_10_ID,speaker_10_sex
4014-186175-0020_446-123502-0048_8797-294123-0082_5789-57195-0011_1898-145724-0000_6000-86686-0004_298-126791-0018_3112-9554-0017_7190-90542-0051_26-495-0021,4014,M,446,M,8797,M,5789,F,1898,F,6000,F,298,F,3112,F,7190,M,26,M
2136-5147-0019_4018-103416-0038_7067-76048-0030_8238-283452-0005_5652-39938-0037_4267-287369-0021_2691-156750-0015_5778-12761-0017_5463-39174-0009_7505-258958-0005,2136,M,4018,M,7067,M,8238,F,5652,F,4267,M,2691,F,5778,F,5463,M,7505,M
1040-133433-0075_118-47824-0086_4406-16883-0059_669-129061-0023_248-130644-0001_78-368-0010_2007-149877-0004_2159-179156-0014_5678-43302-0034_831-130739-0055,1040,M,118,M,4406,M,669,F,248,F,78,M,2007,F,2159,M,5678,M,831,M
89-218-0018_4680-16026-0011_5339-14133-0007_2518-154826-0042_4340-15220-0056_6385-220959-0030_2002-139469-0041_1363-135842-0015_6563-285357-0030_32-4137-0037,89,F,4680,F,5339,F,2518,M,4340,F,6385,F,2002,M,1363,F,6563,M,32,F
481-123720-0057_1246-124548-0049_1034-121119-0063_78-368-0036_322-124146-0026_4898-28461-0008_2436-2477-0036_1363-135842-0012_5561-41616-0036_2002-139469-0048,481,M,1246,F,1034,M,78,M,322,F,4898,M,2436,M,1363,F,5561,F,2002,M
4853-27670-0029_2911-15045-0022_3526-175658-0029_233-134440-0030_3982-178459-0052_226-122538-0009_5393-19219-0048_8123-275209-0005_32-4137-0023_7190-90542-0024,4853,F,2911,M,3526,F,233,M,3982,F,226,F,5393,F,8123,F,32,F,7190,M
2910-131096-0035_6848-252322-0009_26-495-0066_233-134440-0007_7190-90542-0042_2989-138028-0022_4481-17499-0044_6925-80680-0067_403-128339-0047_6437-66172-0027,2910,F,6848,M,26,M,233,M,7190,M,2989,F,4481,F,6925,M,403,F,6437,M
2289-152258-0007_2843-152918-0068_6880-216547-0096_39-121915-0024_7078-271888-0098_1502-122619-0041_6081-41997-0015_118-47824-0046_32-4137-0048_8063-274116-0017,2289,M,2843,M,6880,M,39,F,7078,F,1502,F,6081,M,118,M,32,F,8063,M
4813-248638-0049_6880-216547-0027_7367-86737-0022_3607-135982-0008_587-54108-0040_4297-13009-0048_7800-283492-0001_6064-56165-0013_2289-152258-0037_3242-8112-0018,4813,M,6880,M,7367,M,3607,M,587,F,4297,F,7800,F,6064,F,2289,M,3242,M
8975-270782-0083_831-130746-0044_8095-274346-0002_911-128684-0049_87-121553-0006_6385-220959-0023_7447-91186-0036_1898-145724-0003_1081-125237-0002_5456-62014-0002,8975,F,831,M,8095,M,911,M,87,F,6385,F,7447,M,1898,F,1081,M,5456,M
6272-70191-0027_4640-19187-0030_4853-27671-0008_2002-139469-0101_7794-295955-0026_5163-18515-0011_2289-152258-0020_196-122159-0002_7517-100437-0007_322-124146-0025,6272,F,4640,F,4853,F,2002,M,7794,F,5163,F,2289,M,196,M,7517,F,322,F
2836-5355-0034_7113-86041-0071_3664-11714-0031_4859-29340-0013_5778-12761-0016_7800-283492-0009_1594-135914-0034_4853-27670-0028_1235-135883-0014_254-127705-0025,2836,F,7113,F,3664,M,4859,M,5778,F,7800,F,1594,M,4853,F,1235,M,254,M
4406-16882-0028_4137-11701-0005_7226-86965-0012_5561-41615-0008_7067-76048-0028_5750-100289-0076_4830-25898-0001_2764-36619-0014_83-11691-0025_4481-17499-0001,4406,M,4137,F,7226,M,5561,F,7067,M,5750,M,4830,M,2764,F,83,F,4481,F
8630-305212-0038_83-9960-0011_2911-7601-0010_8629-261139-0017_1578-6379-0012_1737-142397-0016_6081-41998-0031_7402-90848-0020_3526-175658-0035_5322-7680-0004,8630,M,83,F,2911,M,8629,M,1578,F,1737,F,6081,M,7402,M,3526,F,5322,M
1578-6379-0011_7178-34645-0029_1069-133709-0042_311-124404-0008_6818-68772-0014_1263-139804-0008_403-126855-0025_5390-30102-0005_4830-25898-0009_118-124588-0004,1578,F,7178,F,1069,F,311,M,6818,F,1263,F,403,F,5390,M,4830,M,118,M
5322-7679-0032_887-123290-0016_87-121553-0005_200-124139-0035_1263-139804-0029_1246-135815-0013_3607-29116-0041_4853-27671-0007_8312-279790-0025_6415-100596-0010,5322,M,887,F,87,F,200,F,1263,F,1246,F,3607,M,4853,F,8312,F,6415,F
7780-274562-0019_5750-100289-0032_1081-125237-0046_226-131533-0021_8123-275193-0000_2289-152253-0002_7190-90542-0003_2136-5147-0039_201-127786-0066_7264-92316-0007,7780,F,5750,M,1081,M,226,F,8123,F,2289,M,7190,M,2136,M,201,M,7264,M
8226-274371-0015_4051-11218-0045_5192-19397-0057_78-368-0046_441-128988-0010_6437-66173-0050_6529-62556-0040_2289-152257-0021_3607-29116-0020_1594-135914-0006,8226,M,4051,F,5192,M,78,M,441,F,6437,M,6529,M,2289,M,3607,M,1594,M
229-130880-0085_3259-158083-0013_196-122152-0014_4214-7146-0031_5339-14133-0052_4014-186175-0025_458-126305-0030_6437-66173-0025_6818-76332-0018_211-122442-0012,229,M,3259,F,196,M,4214,F,5339,F,4014,M,458,M,6437,M,6818,F,211,F
3240-131231-0062_5561-41616-0012_4214-7146-0071_3259-158083-0090_5192-19396-0012_3664-178355-0034_1737-142397-0010_200-124140-0036_254-145458-0001_2092-145709-0008,3240,M,5561,F,4214,F,3259,F,5192,M,3664,M,1737,F,200,F,254,M,2092,F
8468-295198-0024_2136-5140-0005_669-129061-0008_7367-86737-0012_7226-86965-0042_3486-166424-0046_3440-171009-0078_4160-14187-0027_4441-76262-0024_6880-216547-0095,8468,F,2136,M,669,F,7367,M,7226,M,3486,M,3440,F,4160,F,4441,M,6880,M
1737-142397-0018_1088-134315-0050_2514-149482-0041_196-122150-0025_1263-138246-0025_8770-295463-0012_6476-57446-0001_8630-305212-0011_7402-90848-0026_909-131045-0027,1737,F,1088,F,2514,M,196,M,1263,F,8770,M,6476,F,8630,M,7402,M,909,M
4195-186236-0009_32-4137-0012_1502-122619-0076_7067-76048-0059_248-130697-0035_4640-19189-0000_8312-279790-0036_3259-158083-0077_5514-19192-0010_7794-295955-0029,4195,F,32,F,1502,F,7067,M,248,F,4640,F,8312,F,3259,F,5514,F,7794,F
839-130898-0059_8238-283452-0021_89-218-0001_8108-280354-0029_1867-154071-0016_6367-65536-0052_5703-47212-0027_298-126791-0031_7278-104730-0023_2910-131096-0091,839,M,8238,F,89,F,8108,M,1867,M,6367,M,5703,M,298,F,7278,M,2910,F
441-130108-0031_307-127539-0011_198-209-0000_7067-76048-0049_1578-140045-0018_3982-182255-0011_6848-76049-0033_328-129766-0071_7511-102420-0015_322-124146-0032,441,F,307,M,198,F,7067,M,1578,F,3982,F,6848,M,328,F,7511,F,322,F
4788-91208-0032_5688-15787-0009_4340-15220-0025_1578-140049-0004_8419-293469-0011_196-122150-0018_8098-278252-0031_118-47824-0080_7635-105661-0026_7505-258958-0010,4788,M,5688,F,4340,F,1578,F,8419,M,196,M,8098,M,118,M,7635,F,7505,M
8465-246943-0016_7367-86737-0074_1926-147979-0018_1455-138263-0015_6272-70191-0037_3723-171115-0020_2002-139469-0033_4362-15663-0021_4397-15678-0015_441-128988-0028,8465,F,7367,M,1926,F,1455,M,6272,F,3723,M,2002,M,4362,F,4397,M,441,F
118-47824-0085_3240-131231-0069_27-124992-0054_3607-29116-0018_8629-261140-0018_248-130652-0024_6367-65536-0038_3168-173564-0011_3982-178459-0020_1263-139804-0016,118,M,3240,M,27,M,3607,M,8629,M,248,F,6367,M,3168,M,3982,F,1263,F
4340-15220-0083_6385-34655-0025_302-123504-0037_2514-149482-0071_8108-274318-0005_7517-100437-0009_1334-135589-0074_2893-139322-0004_8838-298546-0041_1578-140049-0012,4340,F,6385,F,302,F,2514,M,8108,M,7517,F,1334,M,2893,M,8838,M,1578,F
8770-295462-0019_2416-152139-0009_332-128985-0037_5808-48608-0000_3607-135982-0041_4813-248638-0004_8419-286667-0014_1624-168623-0028_1081-128618-0008_8226-274371-0035,8770,M,2416,F,332,M,5808,M,3607,M,4813,M,8419,M,1624,M,1081,M,8226,M
4813-248641-0046_19-227-0039_5688-41232-0016_4195-186238-0015_1737-148989-0010_4830-25898-0017_7278-104730-0019_89-219-0036_3440-171006-0009_2007-132570-0048,4813,M,19,F,5688,F,4195,F,1737,F,4830,M,7278,M,89,F,3440,F,2007,F
7367-86737-0035_2910-131096-0048_6818-76332-0055_4051-10927-0008_6385-34669-0029_307-127535-0040_7511-102419-0045_8063-274116-0010_446-123502-0032_4813-248638-0034,7367,M,2910,F,6818,F,4051,F,6385,F,307,M,7511,F,8063,M,446,M,4813,M
5339-14134-0002_8580-287364-0038_311-124404-0005_248-130644-0015_445-123857-0001_8312-279790-0037_1355-39947-0006_4481-17498-0047_2764-36617-0001_446-123501-0046,5339,F,8580,M,311,M,248,F,445,M,8312,F,1355,M,4481,F,2764,F,446,M
8324-286683-0007_7800-283492-0025_3242-67168-0012_5750-100289-0069_3699-175950-0018_4340-15220-0080_5688-41232-0001_6476-57446-0044_233-134440-0011_3440-171006-0000,8324,F,7800,F,3242,M,5750,M,3699,M,4340,F,5688,F,6476,F,233,M,3440,F
4160-11550-0014_839-130898-0056_200-126784-0019_1624-168623-0031_1737-142396-0010_8226-274369-0018_311-124404-0096_8095-274348-0007_441-128982-0023_125-121342-0043,4160,F,839,M,200,F,1624,M,1737,F,8226,M,311,M,8095,M,441,F,125,F
6019-3185-0040_87-121553-0042_1624-168623-0008_2764-36619-0001_8226-274371-0053_4297-13006-0002_5678-43302-0023_1040-133433-0063_6531-61334-0126_3664-178355-0002,6019,M,87,F,1624,M,2764,F,8226,M,4297,F,5678,M,1040,M,6531,F,3664,M
1447-130550-0021_1624-168623-0015_6147-34607-0000_229-130880-0083_1081-125237-0082_302-123516-0024_6181-216552-0063_730-359-0047_7511-102419-0006_7148-82991-0017,1447,F,1624,M,6147,F,229,M,1081,M,302,F,6181,M,730,F,7511,F,7148,F
4018-103416-0028_6563-63821-0033_8580-287364-0004_587-41619-0022_2514-149482-0035_1246-124550-0021_4680-16041-0000_4160-11549-0023_405-130894-0078_27-124992-0052,4018,M,6563,M,8580,M,587,F,2514,M,1246,F,4680,F,4160,F,405,M,27,M
4441-76250-0037_8975-270782-0058_8425-292520-0028_2136-5147-0029_3440-171006-0022_8747-293952-0102_2196-174172-0022_1355-39947-0021_8468-286673-0040_8609-283227-0064,4441,M,8975,F,8425,M,2136,M,3440,F,8747,M,2196,F,1355,M,8468,F,8609,M
374-180298-0010_8419-293469-0010_118-124588-0021_1502-122619-0034_32-4137-0050_412-126975-0059_730-360-0006_3723-171631-0003_4214-7146-0041_27-124992-0043,374,M,8419,M,118,M,1502,F,32,F,412,M,730,F,3723,M,4214,F,27,M
730-358-0036_5104-33406-0049_4362-15663-0085_6078-54013-0058_1069-133699-0052_587-41619-0002_5339-14134-0048_1235-135884-0005_1088-134318-0008_6454-107462-0033,730,F,5104,M,4362,F,6078,F,1069,F,587,F,5339,F,1235,M,1088,F,6454,M
19-198-0029_289-121665-0012_6818-76332-0012_1116-132847-0038_311-124404-0024_5393-19219-0039_1246-124550-0010_7794-295955-0011_4680-16042-0029_6848-76049-0014,19,F,289,F,6818,F,1116,F,311,M,5393,F,1246,F,7794,F,4680,F,6848,M
1363-135842-0045_4362-15663-0047_6836-61803-0000_311-124404-0039_3374-298026-0002_4898-20016-0022_5456-62014-0007_6437-66173-0035_298-126791-0046_4051-11217-0023,1363,F,4362,F,6836,M,311,M,3374,M,4898,M,5456,M,6437,M,298,F,4051,F
8975-270782-0065_8098-278278-0015_405-130895-0019_254-145458-0019_27-124992-0048_909-131044-0005_4859-29340-0022_4137-11702-0039_5022-29405-0037_7113-86041-0105,8975,F,8098,M,405,M,254,M,27,M,909,M,4859,M,4137,F,5022,F,7113,F
5456-62014-0001_8465-246947-0021_7511-102419-0034_3607-135982-0043_4640-19189-0016_8419-293469-0016_201-127786-0030_2911-15045-0006_5678-43302-0000_226-122538-0015,5456,M,8465,F,7511,F,3607,M,4640,F,8419,M,201,M,2911,M,5678,M,226,F
27-123349-0052_26-496-0025_19-227-0000_3240-131231-0055_7302-86814-0013_5390-24512-0049_441-128982-0006_2384-152900-0075_3526-175658-0000_8238-274553-0048,27,M,26,M,19,F,3240,M,7302,F,5390,M,441,F,2384,M,3526,F,8238,F
226-131533-0022_3857-180923-0021_2092-145706-0008_4051-11218-0006_2436-2481-0033_5789-57195-0012_8465-246947-0027_3526-176651-0016_8838-298546-0049_5393-19219-0006,226,F,3857,M,2092,F,4051,F,2436,M,5789,F,8465,F,3526,F,8838,M,5393,F
3830-12530-0019_5022-29411-0069_8630-305213-0032_8747-293952-0034_6385-34655-0018_6531-61334-0044_89-219-0033_3723-171631-0020_3699-47246-0017_2989-138035-0056,3830,M,5022,F,8630,M,8747,M,6385,F,6531,F,89,F,3723,M,3699,M,2989,F
5652-39938-0052_8238-274553-0053_7190-90542-0034_1363-139304-0033_60-121082-0086_8108-274318-0008_7367-86737-0036_4788-91208-0007_8747-293952-0001_7078-271888-0013,5652,F,8238,F,7190,M,1363,F,60,M,8108,M,7367,M,4788,M,8747,M,7078,F
5778-12761-0003_78-369-0044_8580-287363-0017_4014-186179-0001_8108-280359-0016_3664-11714-0006_1183-128659-0011_311-124404-0083_4441-76250-0020_4406-16883-0055,5778,F,78,M,8580,M,4014,M,8108,M,3664,M,1183,F,311,M,4441,M,4406,M
2391-145015-0121_2136-5140-0001_5867-48852-0081_839-130898-0011_7367-86737-0108_5778-54535-0020_19-227-0002_5789-70653-0034_7511-102420-0034_4441-76250-0017,2391,F,2136,M,5867,F,839,M,7367,M,5778,F,19,F,5789,F,7511,F,4441,M
625-132112-0015_4813-248641-0037_6454-120342-0010_2436-2477-0023_7505-83618-0003_250-142286-0001_7794-295947-0012_6147-34606-0001_8324-286681-0002_4340-15220-0010,625,M,4813,M,6454,M,2436,M,7505,M,250,F,7794,F,6147,F,8324,F,4340,F
1867-154071-0021_1992-141719-0040_5561-41615-0024_118-121721-0017_458-126294-0013_8770-295465-0037_4267-287369-0023_5652-19215-0010_1743-142913-0010_2007-132570-0001,1867,M,1992,F,5561,F,118,M,458,M,8770,M,4267,M,5652,F,1743,M,2007,F
4406-16883-0042_7067-76048-0033_2518-154825-0052_696-93314-0054_6147-34607-0039_4830-25898-0035_6563-63821-0022_7148-59157-0020_5688-15787-0008_1737-148989-0004,4406,M,7067,M,2518,M,696,F,6147,F,4830,M,6563,M,7148,F,5688,F,1737,F
7178-34645-0017_8419-286676-0000_7402-90848-0002_8747-293952-0106_625-132112-0034_3830-12531-0017_2136-5140-0033_7059-88364-0029_8797-294123-0088_6209-34600-0008,7178,F,8419,M,7402,M,8747,M,625,M,3830,M,2136,M,7059,F,8797,M,6209,M
3259-158083-0019_7780-274562-0042_6476-57446-0074_103-1240-0028_3242-67153-0015_2952-410-0044_3807-4955-0012_7178-34644-0035_1578-140049-0015_40-222-0032,3259,F,7780,F,6476,F,103,F,3242,M,2952,M,3807,M,7178,F,1578,F,40,F
2764-36619-0036_403-128339-0042_4267-287369-0008_909-131041-0024_8419-286676-0023_8095-274346-0044_40-121026-0013_2196-170151-0019_1898-145715-0043_6563-63821-0037,2764,F,403,F,4267,M,909,M,8419,M,8095,M,40,F,2196,F,1898,F,6563,M
6064-56168-0027_2007-132570-0021_322-124146-0023_229-130880-0067_8088-284756-0064_7226-86964-0014_2691-156755-0013_1926-147979-0034_3436-172171-0061_3983-5331-0032,6064,F,2007,F,322,F,229,M,8088,M,7226,M,2691,F,1926,F,3436,M,3983,F
1963-147036-0013_1926-147979-0012_1116-132851-0009_2159-179154-0018_7859-102519-0052_6818-68772-0025_3982-178459-0030_6019-3185-0008_19-227-0037_481-123719-0016,1963,F,1926,F,1116,F,2159,M,7859,F,6818,F,3982,F,6019,M,19,F,481,M
2911-7601-0019_7302-86815-0064_2952-410-0040_2518-154826-0004_250-142276-0039_6064-56168-0010_5192-19396-0003_405-130894-0045_8051-118101-0030_7067-76048-0005,2911,M,7302,F,2952,M,2518,M,250,F,6064,F,5192,M,405,M,8051,F,7067,M
27-123349-0034_7505-258964-0037_3807-4955-0026_19-227-0032_5322-7678-0006_887-123289-0028_911-128684-0090_4406-16883-0039_4898-28461-0061_5104-33407-0019,27,M,7505,M,3807,M,19,F,5322,M,887,F,911,M,4406,M,4898,M,5104,M
1841-159771-0007_6880-216547-0111_3947-13260-0004_6925-80680-0061_307-127540-0028_831-130739-0023_7302-86815-0053_298-126790-0033_5456-58161-0024_200-124140-0034,1841,F,6880,M,3947,F,6925,M,307,M,831,M,7302,F,298,F,5456,M,200,F
233-155990-0033_8747-293952-0088_198-129977-0024_2391-145015-0043_5652-39938-0024_1624-142933-0045_2289-152253-0005_2007-132570-0016_248-130644-0000_201-127786-0018,233,M,8747,M,198,F,2391,F,5652,F,1624,M,2289,M,2007,F,248,F,201,M
3830-12530-0016_3214-167606-0028_5678-43302-0005_7635-105661-0039_5339-14134-0001_7505-258958-0013_7794-295948-0023_5456-24741-0018_40-121026-0002_1502-122619-0086,3830,M,3214,M,5678,M,7635,F,5339,F,7505,M,7794,F,5456,M,40,F,1502,F
196-122159-0001_1578-140049-0016_696-92939-0025_6385-34655-0029_8797-294123-0018_4195-186238-0000_3807-4923-0006_1263-138246-0029_8770-295462-0025_587-54108-0023,196,M,1578,F,696,F,6385,F,8797,M,4195,F,3807,M,1263,F,8770,M,587,F
2092-145706-0007_5789-57195-0034_2182-150130-0007_1898-145720-0013_887-123291-0041_6454-107462-0035_412-126975-0047_1926-147979-0032_4362-15663-0026_1992-141719-0048,2092,F,5789,F,2182,F,1898,F,887,F,6454,M,412,M,1926,F,4362,F,1992,F
6529-62556-0028_3664-178355-0031_6019-3185-0082_1963-142393-0044_1363-135842-0039_6836-61804-0010_211-122425-0019_6437-66173-0046_2518-154826-0006_5688-41232-0023,6529,M,3664,M,6019,M,1963,F,1363,F,6836,M,211,F,6437,M,2518,M,5688,F
1447-130551-0015_7505-258958-0020_226-131533-0001_7113-86041-0058_2518-154825-0039_2989-138028-0038_8324-286683-0025_458-126305-0037_4195-186236-0006_3857-182315-0011,1447,F,7505,M,226,F,7113,F,2518,M,2989,F,8324,F,458,M,4195,F,3857,M
6836-61804-0008_4137-11701-0006_8312-279790-0011_7780-274562-0023_5652-39938-0012_1069-133699-0017_441-130108-0017_8770-295462-0031_3699-47246-0011_8095-274345-0008,6836,M,4137,F,8312,F,7780,F,5652,F,1069,F,441,F,8770,M,3699,M,8095,M
89-219-0051_2691-156745-0039_3374-298032-0035_446-123501-0047_2836-5354-0039_5867-48852-0093_8419-286676-0029_3699-47246-0032_2910-131096-0078_2893-139310-0030,89,F,2691,F,3374,M,446,M,2836,F,5867,F,8419,M,3699,M,2910,F,2893,M
6529-62556-0003_1963-142776-0021_2952-407-0003_7859-102519-0013_1502-122619-0015_403-128339-0034_1069-133699-0027_19-227-0052_3723-171631-0021_4297-13009-0040,6529,M,1963,F,2952,M,7859,F,1502,F,403,F,1069,F,19,F,3723,M,4297,F
3526-175658-0034_4014-186183-0021_8238-274553-0054_3259-158083-0056_8630-305213-0042_6563-63821-0045_2092-145706-0011_4441-76263-0018_8324-286683-0004_2416-152137-0002,3526,F,4014,M,8238,F,3259,F,8630,M,6563,M,2092,F,4441,M,8324,F,2416,F
3214-167607-0027_3830-12531-0014_1502-122619-0018_696-92939-0022_5867-48852-0011_1898-145715-0030_1455-134435-0002_5049-25947-0047_3807-4923-0041_1737-142396-0009,3214,M,3830,M,1502,F,696,F,5867,F,1898,F,1455,M,5049,M,3807,M,1737,F
5163-39921-0033_7800-283492-0027_625-132112-0009_125-121342-0030_198-126831-0014_405-130895-0012_3857-182317-0029_3982-182255-0044_8051-295385-0025_8465-246940-0001,5163,F,7800,F,625,M,125,F,198,F,405,M,3857,M,3982,F,8051,F,8465,F
1455-138263-0044_289-121665-0018_4051-11218-0059_3240-131231-0002_1970-28415-0034_1183-124566-0004_1553-140047-0047_32-21634-0003_5561-41615-0035_481-123720-0077,1455,M,289,F,4051,F,3240,M,1970,F,1183,F,1553,F,32,F,5561,F,481,M
125-121342-0046_911-128684-0013_198-209-0037_6529-62554-0048_3607-29116-0013_2836-5355-0005_6454-120342-0015_696-92939-0010_1355-39947-0004_1594-135914-0053,125,F,911,M,198,F,6529,M,3607,M,2836,F,6454,M,696,F,1355,M,1594,M
2836-5355-0025_909-131041-0011_1069-133699-0002_3436-172171-0048_403-126855-0004_4137-11701-0047_426-122821-0001_4340-15220-0092_5652-19215-0005_2989-138028-0027,2836,F,909,M,1069,F,3436,M,403,F,4137,F,426,F,4340,F,5652,F,2989,F
1841-150351-0020_322-124146-0020_200-126784-0032_3807-4923-0057_87-121553-0094_8609-262281-0003_8108-274318-0006_1553-140048-0003_6019-3185-0057_426-122819-0028,1841,F,322,F,200,F,3807,M,87,F,8609,M,8108,M,1553,F,6019,M,426,F
8797-294123-0026_5322-7679-0030_2952-410-0045_481-123719-0026_1992-141719-0005_2436-2477-0021_39-121914-0047_403-216-0024_3440-171009-0037_2989-138035-0030,8797,M,5322,M,2952,M,481,M,1992,F,2436,M,39,F,403,F,3440,F,2989,F
7278-104730-0016_2416-152139-0004_8098-278278-0028_8770-295463-0026_6209-34599-0014_60-121082-0010_5703-47198-0050_6019-3185-0074_5789-57195-0025_7794-295948-0021,7278,M,2416,F,8098,M,8770,M,6209,M,60,M,5703,M,6019,M,5789,F,7794,F
39-121914-0000_405-130894-0042_426-122822-0030_7078-271888-0044_1263-138246-0002_6880-216547-0040_4859-26870-0020_7190-90543-0010_2911-12359-0021_4088-158077-0002,39,F,405,M,426,F,7078,F,1263,F,6880,M,4859,M,7190,M,2911,M,4088,F
426-122821-0035_5750-100289-0079_3982-178459-0039_311-124404-0059_211-122425-0032_831-130746-0015_1455-134435-0018_4830-25904-0005_5703-47212-0004_7402-90848-0046,426,F,5750,M,3982,F,311,M,211,F,831,M,1455,M,4830,M,5703,M,7402,M
6415-111615-0000_307-127540-0007_83-11691-0041_7226-86965-0049_4830-25898-0012_3664-178366-0033_8123-275209-0027_6209-34599-0001_200-124140-0029_2843-152918-0019,6415,F,307,M,83,F,7226,M,4830,M,3664,M,8123,F,6209,M,200,F,2843,M
7190-90542-0006_2518-154826-0032_1263-139804-0028_4406-16882-0025_4680-16026-0025_5022-29411-0017_7302-86815-0013_198-129977-0027_4297-13009-0061_2514-149482-0085,7190,M,2518,M,1263,F,4406,M,4680,F,5022,F,7302,F,198,F,4297,F,2514,M
211-122425-0000_103-1241-0024_2092-145706-0057_8098-278278-0031_1355-39947-0019_2518-154826-0005_6272-70171-0035_6563-285357-0006_7511-102420-0030_4830-25898-0036,211,F,103,F,2092,F,8098,M,1355,M,2518,M,6272,F,6563,M,7511,F,4830,M
7447-91187-0057_248-130644-0005_2416-152137-0026_6529-62554-0011_1723-141149-0098_40-222-0009_1841-179183-0027_150-126112-0036_5163-18515-0010_6925-80680-0016,7447,M,248,F,2416,F,6529,M,1723,M,40,F,1841,F,150,F,5163,F,6925,M
248-130697-0025_1898-145724-0005_289-121665-0003_198-209-0035_6437-66173-0042_8051-119902-0020_6415-111615-0024_1926-147979-0006_3374-298025-0003_7278-91083-0012,248,F,1898,F,289,F,198,F,6437,M,8051,F,6415,F,1926,F,3374,M,7278,M
3607-29116-0004_7511-102419-0052_8419-286676-0006_6209-34601-0035_1363-139304-0030_6019-3185-0104_909-131044-0025_1334-135589-0004_2989-138035-0006_3723-171115-0030,3607,M,7511,F,8419,M,6209,M,1363,F,6019,M,909,M,1334,M,2989,F,3723,M
89-218-0005_6064-300880-0003_6078-54013-0033_27-123349-0029_4830-25898-0010_4051-11217-0012_103-1240-0003_6415-116629-0028_3374-298025-0015_6818-68772-0010,89,F,6064,F,6078,F,27,M,4830,M,4051,F,103,F,6415,F,3374,M,6818,F
233-134440-0056_2007-132570-0022_2514-149482-0019_1578-140045-0027_8468-294887-0030_3879-173592-0016_4813-248641-0033_311-124404-0112_226-131533-0036_446-123501-0015,233,M,2007,F,2514,M,1578,F,8468,F,3879,F,4813,M,311,M,226,F,446,M
6836-76549-0009_2911-15045-0023_4018-107312-0013_5867-48852-0071_307-127539-0033_8098-278252-0025_2817-142371-0025_405-130894-0038_4267-78186-0004_328-129766-0029,6836,M,2911,M,4018,M,5867,F,307,M,8098,M,2817,F,405,M,4267,M,328,F
3607-29116-0033_8797-294123-0014_7148-7763-0030_89-218-0034_7067-76048-0050_7367-86737-0089_5678-43302-0010_8630-305212-0025_3983-5331-0033_302-123523-0036,3607,M,8797,M,7148,F,89,F,7067,M,7367,M,5678,M,8630,M,3983,F,302,F
587-54108-0056_7511-102420-0008_1116-132851-0027_6064-56165-0002_1355-39947-0087_7067-76047-0047_460-172357-0017_7859-102519-0027_87-121553-0017_5678-43301-0010,587,F,7511,F,1116,F,6064,F,1355,M,7067,M,460,M,7859,F,87,F,5678,M
4680-16026-0013_4640-19189-0038_1737-148989-0031_2911-12359-0019_4853-27671-0020_2391-145015-0107_125-121124-0031_8747-293952-0015_40-121026-0041_6415-100596-0002,4680,F,4640,F,1737,F,2911,M,4853,F,2391,F,125,F,8747,M,40,F,6415,F
302-123516-0009_8108-274318-0001_7178-34645-0007_254-145458-0011_8609-262281-0034_6385-220959-0002_1502-122615-0036_3857-182317-0016_5192-19397-0026_6529-62556-0048,302,F,8108,M,7178,F,254,M,8609,M,6385,F,1502,F,3857,M,5192,M,6529,M
1246-124548-0019_78-368-0049_7511-102419-0049_6531-61334-0023_200-126784-0013_8609-262281-0025_1624-168623-0018_1235-135883-0021_7505-83618-0026_87-121553-0102,1246,F,78,M,7511,F,6531,F,200,F,8609,M,1624,M,1235,M,7505,M,87,F
8580-287363-0036_6531-61334-0028_5808-54425-0026_909-131044-0015_7190-90542-0054_8051-295385-0026_4088-158077-0064_289-121665-0024_6064-56165-0012_39-121915-0012,8580,M,6531,F,5808,M,909,M,7190,M,8051,F,4088,F,289,F,6064,F,39,F
403-128339-0035_5688-41232-0073_8238-274553-0036_2764-36616-0035_1116-132847-0000_6147-34605-0025_1723-141149-0010_460-172357-0007_625-132118-0044_2952-410-0055,403,F,5688,F,8238,F,2764,F,1116,F,6147,F,1723,M,460,M,625,M,2952,M
8465-246943-0023_5750-100289-0005_4267-78186-0002_403-128339-0016_5808-54425-0044_6476-57446-0067_426-122819-0035_5463-39174-0018_200-124139-0027_233-134440-0009,8465,F,5750,M,4267,M,403,F,5808,M,6476,F,426,F,5463,M,200,F,233,M
2836-5355-0023_250-142276-0013_7402-90848-0040_211-122425-0011_3242-67168-0001_2911-7601-0001_1040-133433-0036_6925-80680-0015_4267-78186-0016_3240-131231-0022,2836,F,250,F,7402,M,211,F,3242,M,2911,M,1040,M,6925,M,4267,M,3240,M
8838-298545-0023_2007-132570-0019_2436-2476-0033_2002-139469-0023_3879-173592-0005_696-93314-0008_7794-295955-0018_1088-134315-0025_4788-294466-0018_8580-287364-0014,8838,M,2007,F,2436,M,2002,M,3879,F,696,F,7794,F,1088,F,4788,M,8580,M
2843-152918-0020_5049-25947-0094_403-128339-0050_163-122947-0048_1963-142393-0027_5703-47212-0031_2416-152139-0036_7367-86737-0010_2289-152254-0000_3374-298032-0012,2843,M,5049,M,403,F,163,M,1963,F,5703,M,2416,F,7367,M,2289,M,3374,M
