mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex,speaker_5_ID,speaker_5_sex
8975-270782-0010_60-121082-0057_5390-30102-0019_4406-16882-0053_302-123504-0026,8975,F,60,M,5390,M,4406,M,302,F
8838-298546-0007_7367-86737-0080_4214-7146-0039_1069-133709-0033_4406-16883-0036,8838,M,7367,M,4214,F,1069,F,4406,M
2514-149482-0074_211-122442-0053_83-3054-0002_3440-171009-0011_2391-145015-0036,2514,M,211,F,83,F,3440,F,2391,F
1867-154071-0018_4014-186179-0045_87-121553-0011_4267-72637-0026_4018-107338-0029,1867,M,4014,M,87,F,4267,M,4018,M
298-126790-0029_19-227-0009_5514-19192-0038_6000-55211-0040_2159-179156-0010,298,F,19,F,5514,F,6000,F,2159,M
201-127786-0079_6529-62554-0050_1723-141149-0038_909-131044-0032_1363-139304-0001,201,M,6529,M,1723,M,909,M,1363,F
2384-152900-0010_3830-12530-0042_5688-41232-0062_2691-156750-0032_7148-59157-0033,2384,M,3830,M,5688,F,2691,F,7148,F
6019-3185-0076_4853-27671-0035_3214-167606-0016_6367-65536-0022_4640-19189-0000,6019,M,4853,F,3214,M,6367,M,4640,F
83-9960-0046_1040-133433-0011_7505-258958-0027_7148-7763-0021_1455-134435-0000,83,F,1040,M,7505,M,7148,F,1455,M
426-122821-0025_250-142286-0026_1926-147987-0001_2691-156745-0029_4788-94904-0036,426,F,250,F,1926,F,2691,F,4788,M
5390-30102-0007_1624-142933-0004_1502-122619-0050_3857-180923-0001_4195-186236-0017,5390,M,1624,M,1502,F,3857,M,4195,F
8468-286673-0030_2989-138028-0030_8324-286682-0006_3440-171009-0002_6081-42010-0012,8468,F,2989,F,8324,F,3440,F,6081,M
3112-9555-0078_4362-15663-0088_374-180299-0013_4680-16041-0009_7178-34644-0033,3112,F,4362,F,374,M,4680,F,7178,F
6147-34606-0025_5703-47198-0010_6880-216547-0085_7859-102518-0003_3168-173565-0042,6147,F,5703,M,6880,M,7859,F,3168,M
2436-2476-0020_2007-132570-0057_1502-122619-0022_7190-90543-0036_8629-261139-0012,2436,M,2007,F,1502,F,7190,M,8629,M
4859-26870-0007_911-128684-0042_2182-181173-0035_198-209-0025_1502-122619-0012,4859,M,911,M,2182,F,198,F,1502,F
3486-166446-0003_3947-13260-0043_4830-25904-0040_669-129061-0071_2196-174172-0017,3486,M,3947,F,4830,M,669,F,2196,F
3112-9555-0083_6437-66172-0008_8095-274345-0012_229-130880-0079_2989-138028-0018,3112,F,6437,M,8095,M,229,M,2989,F
1926-143879-0009_3235-11599-0000_1363-135842-0034_1263-141777-0010_2289-152258-0034,1926,F,3235,F,1363,F,1263,F,2289,M
1737-148989-0014_289-121665-0039_4137-11701-0050_669-129074-0029_3112-9555-0052,1737,F,289,F,4137,F,669,F,3112,F
7278-104730-0010_8465-246940-0000_2391-145015-0075_8468-295198-0010_6848-76049-0008,7278,M,8465,F,2391,F,8468,F,6848,M
32-4137-0009_1867-148436-0000_5463-39173-0046_8014-280382-0006_8088-284756-0116,32,F,1867,M,5463,M,8014,F,8088,M
32-4137-0031_1116-132847-0028_198-126831-0052_4813-248638-0001_250-142286-0022,32,F,1116,F,198,F,4813,M,250,F
426-122821-0022_8419-293469-0017_2817-142380-0034_5390-30096-0009_3235-28452-0020,426,F,8419,M,2817,F,5390,M,3235,F
1235-135887-0011_3830-12530-0017_8014-112586-0014_3947-13262-0050_2416-152139-0044,1235,M,3830,M,8014,F,3947,F,2416,F
200-124139-0028_6880-216547-0078_4160-11549-0006_6064-56168-0008_201-127786-0040,200,F,6880,M,4160,F,6064,F,201,M
2910-131096-0077_6272-70191-0013_3242-67168-0014_3240-131231-0031_4680-16041-0031,2910,F,6272,F,3242,M,3240,M,4680,F
163-122947-0080_322-124147-0059_8063-274115-0009_7312-92432-0010_6078-54013-0053,163,M,322,F,8063,M,7312,M,6078,F
26-495-0033_8468-294887-0008_7312-92432-0016_8797-294123-0014_2182-181183-0022,26,M,8468,F,7312,M,8797,M,2182,F
5688-15787-0038_2159-179156-0016_6367-65536-0016_3214-167606-0018_289-121652-0015,5688,F,2159,M,6367,M,3214,M,289,F
2007-132570-0027_8468-294887-0042_2952-408-0020_481-123720-0085_446-123502-0040,2007,F,8468,F,2952,M,481,M,446,M
8425-291444-0001_1898-145724-0009_7367-86737-0055_6019-3185-0012_4441-76262-0019,8425,M,1898,F,7367,M,6019,M,4441,M
1246-124548-0029_2893-139310-0027_200-126784-0027_3830-12535-0024_6848-252323-0021,1246,F,2893,M,200,F,3830,M,6848,M
233-155990-0023_4051-11218-0012_4267-287369-0034_6385-34669-0030_5703-47212-0043,233,M,4051,F,4267,M,6385,F,5703,M
3214-167606-0022_298-126791-0053_4830-25904-0015_6147-34606-0017_587-41619-0002,3214,M,298,F,4830,M,6147,F,587,F
4340-15220-0029_5808-48608-0035_3723-171115-0034_8747-293952-0044_8088-284756-0026,4340,F,5808,M,3723,M,8747,M,8088,M
4680-16041-0003_1624-142933-0024_4214-7146-0014_6064-300880-0032_6078-54013-0073,4680,F,1624,M,4214,F,6064,F,6078,F
2007-132570-0028_302-123504-0003_8324-286683-0023_6454-107462-0014_4297-13009-0003,2007,F,302,F,8324,F,6454,M,4297,F
7402-59171-0000_8063-274116-0023_3723-171631-0000_4297-13009-0034_403-216-0003,7402,M,8063,M,3723,M,4297,F,403,F
4640-19189-0015_3879-174923-0057_4853-29413-0010_322-124147-0082_1447-130551-0029,4640,F,3879,F,4853,F,322,F,1447,F
2836-5354-0011_311-124404-0113_7278-104730-0035_2518-154825-0009_8098-275181-0017,2836,F,311,M,7278,M,2518,M,8098,M
6415-116629-0016_302-123504-0029_307-127535-0037_831-130739-0026_40-222-0042,6415,F,302,F,307,M,831,M,40,F
1447-17506-0032_332-128985-0032_5703-47198-0007_7367-86737-0027_669-129061-0077,1447,F,332,M,5703,M,7367,M,669,F
322-124147-0054_7067-76047-0026_78-369-0032_2514-149482-0015_4297-13009-0018,322,F,7067,M,78,M,2514,M,4297,F
1624-168623-0020_6529-62556-0005_3214-167602-0007_1363-139304-0043_4362-15663-0076,1624,M,6529,M,3214,M,1363,F,4362,F
5339-14134-0014_150-132655-0004_233-134440-0059_1447-130552-0012_7367-86737-0102,5339,F,150,F,233,M,1447,F,7367,M
226-131532-0020_8975-270782-0008_19-227-0039_5808-48608-0059_150-126112-0006,226,F,8975,F,19,F,5808,M,150,F
1898-145724-0025_211-122442-0010_5867-48852-0091_7517-100437-0007_6081-41997-0008,1898,F,211,F,5867,F,7517,F,6081,M
3112-9555-0045_4853-27670-0023_8609-283227-0035_7780-274562-0082_6848-76049-0009,3112,F,4853,F,8609,M,7780,F,6848,M
3440-171006-0007_8238-283452-0028_6000-55211-0048_6925-80680-0076_2989-138028-0027,3440,F,8238,F,6000,F,6925,M,2989,F
8425-291444-0008_481-123720-0001_5678-43302-0001_669-129061-0042_1723-141149-0058,8425,M,481,M,5678,M,669,F,1723,M
6078-54007-0018_26-495-0023_8425-287387-0000_5322-7678-0010_8629-261139-0063,6078,F,26,M,8425,M,5322,M,8629,M
3440-171006-0026_1081-125237-0015_311-124404-0056_4267-78186-0037_587-54108-0026,3440,F,1081,M,311,M,4267,M,587,F
226-122538-0029_6529-62556-0035_39-121916-0003_4640-19189-0042_7278-246956-0030,226,F,6529,M,39,F,4640,F,7278,M
1088-129236-0020_8770-295462-0013_150-132655-0030_7312-92432-0013_2391-145015-0115,1088,F,8770,M,150,F,7312,M,2391,F
839-130898-0029_7113-86041-0108_446-123502-0036_5808-54425-0029_1447-130552-0009,839,M,7113,F,446,M,5808,M,1447,F
4297-13006-0004_730-358-0053_2910-131096-0021_2691-156745-0016_4137-11701-0006,4297,F,730,F,2910,F,2691,F,4137,F
8797-294123-0038_1363-139304-0030_8095-274346-0000_201-127786-0021_5390-24512-0032,8797,M,1363,F,8095,M,201,M,5390,M
7278-91083-0003_3168-173564-0033_1553-140047-0011_2436-2476-0019_4014-186183-0015,7278,M,3168,M,1553,F,2436,M,4014,M
3664-11714-0020_26-495-0080_5688-15787-0000_1088-134315-0011_2092-145709-0018,3664,M,26,M,5688,F,1088,F,2092,F
89-219-0034_2952-410-0030_3830-12530-0015_5163-39921-0047_4018-103416-0037,89,F,2952,M,3830,M,5163,F,4018,M
2002-139469-0080_2007-149877-0032_1926-147979-0036_405-130895-0019_4859-26870-0009,2002,M,2007,F,1926,F,405,M,4859,M
3374-298025-0029_7226-86965-0012_8063-274117-0003_3168-173565-0021_887-123289-0002,3374,M,7226,M,8063,M,3168,M,887,F
3374-298026-0028_8975-270782-0026_8770-295463-0001_1355-39947-0008_5789-57195-0021,3374,M,8975,F,8770,M,1355,M,5789,F
1098-133695-0090_7505-258964-0051_458-126305-0031_7517-100442-0018_3947-13262-0012,1098,F,7505,M,458,M,7517,F,3947,F
3723-171115-0011_3242-67153-0011_1098-133695-0040_8312-279791-0031_8609-283227-0054,3723,M,3242,M,1098,F,8312,F,8609,M
4297-13006-0006_19-227-0000_4195-186238-0017_6081-41998-0018_909-131045-0015,4297,F,19,F,4195,F,6081,M,909,M
7078-271888-0029_5808-54425-0012_1970-10594-0035_3983-5331-0034_6147-34607-0034,7078,F,5808,M,1970,F,3983,F,6147,F
730-360-0018_2002-139469-0058_696-93314-0030_1841-179183-0014_7302-86815-0038,730,F,2002,M,696,F,1841,F,7302,F
198-209-0033_7067-76048-0045_3947-13262-0009_8770-295463-0023_7226-86964-0044,198,F,7067,M,3947,F,8770,M,7226,M
911-128684-0037_211-122442-0002_3112-9555-0012_7635-105409-0015_5456-62043-0032,911,M,211,F,3112,F,7635,F,5456,M
6078-54007-0011_1867-154071-0039_4362-15663-0036_7078-271888-0022_8324-286683-0032,6078,F,1867,M,4362,F,7078,F,8324,F
200-124140-0011_2289-152253-0027_8226-274371-0040_3486-166424-0066_5322-7680-0020,200,F,2289,M,8226,M,3486,M,5322,M
3112-9554-0021_2843-152918-0050_5393-19219-0020_6531-61334-0016_2092-145709-0020,3112,F,2843,M,5393,F,6531,F,2092,F
4297-13009-0042_1594-135914-0026_6209-34599-0012_3436-172171-0000_8629-261139-0042,4297,F,1594,M,6209,M,3436,M,8629,M
5561-41615-0031_2007-149877-0026_887-123289-0008_6563-285357-0037_3112-9555-0031,5561,F,2007,F,887,F,6563,M,3112,F
5688-15787-0031_8630-305213-0003_6000-55211-0012_4788-294466-0010_2836-5354-0053,5688,F,8630,M,6000,F,4788,M,2836,F
196-122150-0018_248-130652-0031_3259-158083-0027_7190-90542-0018_150-132655-0028,196,M,248,F,3259,F,7190,M,150,F
445-123857-0024_1081-128618-0007_6385-220959-0024_3526-176653-0040_2764-36617-0011,445,M,1081,M,6385,F,3526,F,2764,F
8770-295465-0023_2989-138028-0042_89-218-0009_3857-182315-0035_1578-6379-0016,8770,M,2989,F,89,F,3857,M,1578,F
1594-135914-0084_909-131044-0013_8324-286683-0026_6078-54007-0034_198-209-0017,1594,M,909,M,8324,F,6078,F,198,F
87-121553-0077_6272-70168-0025_7447-91187-0039_4788-94904-0003_27-123349-0005,87,F,6272,F,7447,M,4788,M,27,M
2289-152258-0036_3857-182317-0003_1624-142933-0016_8238-274553-0009_5192-19397-0011,2289,M,3857,M,1624,M,8238,F,5192,M
6081-41997-0029_3168-173565-0034_2514-149482-0073_8609-262281-0043_8312-279790-0036,6081,M,3168,M,2514,M,8609,M,8312,F
1081-128618-0010_7505-83618-0008_3526-176651-0014_2952-407-0025_6078-54013-0059,1081,M,7505,M,3526,F,2952,M,6078,F
5561-41616-0006_4406-16882-0032_4640-19189-0027_8312-279790-0002_5514-19193-0031,5561,F,4406,M,4640,F,8312,F,5514,F
446-123502-0039_4195-186238-0009_3440-171009-0018_7517-100437-0028_7264-92314-0024,446,M,4195,F,3440,F,7517,F,7264,M
4406-16882-0001_7264-92314-0002_1624-168623-0027_4830-25898-0025_1334-135589-0031,4406,M,7264,M,1624,M,4830,M,1334,M
6836-76549-0031_7059-77897-0013_3607-29116-0044_426-122822-0019_3983-5331-0050,6836,M,7059,F,3607,M,426,F,3983,F
6272-70191-0023_8238-283452-0041_8629-261139-0059_8747-293952-0057_8014-112602-0020,6272,F,8238,F,8629,M,8747,M,8014,F
3607-135982-0045_8063-274112-0039_4640-19187-0010_2196-170151-0034_19-227-0051,3607,M,8063,M,4640,F,2196,F,19,F
7226-86964-0053_8630-305212-0020_1926-147987-0006_6181-216552-0055_125-121124-0047,7226,M,8630,M,1926,F,6181,M,125,F
5022-29411-0045_2911-7601-0048_8108-274318-0009_328-129766-0027_211-122442-0046,5022,F,2911,M,8108,M,328,F,211,F
1183-128659-0013_4088-158077-0003_5867-48852-0021_8629-261139-0052_3664-178366-0020,1183,F,4088,F,5867,F,8629,M,3664,M
8088-284756-0044_426-122821-0009_1363-139304-0013_60-121082-0049_2817-142371-0049,8088,M,426,F,1363,F,60,M,2817,F
6078-54013-0075_374-180298-0001_625-132112-0050_5808-54425-0013_4397-15668-0017,6078,F,374,M,625,M,5808,M,4397,M
3807-4923-0018_1898-145724-0036_4788-94904-0034_5393-19219-0054_1334-135589-0041,3807,M,1898,F,4788,M,5393,F,1334,M
8629-261140-0039_3374-298032-0034_254-27760-0033_311-124404-0018_60-121082-0034,8629,M,3374,M,254,M,311,M,60,M
87-121553-0018_198-129977-0000_587-41619-0005_4441-76263-0042_403-128339-0037,87,F,198,F,587,F,4441,M,403,F
8975-270782-0013_6880-216547-0063_1841-159771-0031_2136-5140-0030_7278-91083-0012,8975,F,6880,M,1841,F,2136,M,7278,M
1737-148989-0005_248-130697-0015_2159-179157-0018_4160-11549-0004_7794-295947-0046,1737,F,248,F,2159,M,4160,F,7794,F
887-123289-0027_6529-62556-0031_2007-149877-0022_6019-3185-0049_5652-39938-0010,887,F,6529,M,2007,F,6019,M,5652,F
27-124992-0049_2007-149877-0037_458-126305-0009_4830-25904-0007_839-130898-0064,27,M,2007,F,458,M,4830,M,839,M
3486-166446-0036_5322-7680-0026_196-122150-0021_2514-149482-0058_8468-294887-0036,3486,M,5322,M,196,M,2514,M,8468,F
909-131041-0021_1355-39947-0024_2182-181173-0020_2817-142371-0046_7511-102420-0024,909,M,1355,M,2182,F,2817,F,7511,F
6019-3185-0000_2159-179156-0004_7190-90542-0047_3879-173592-0022_8419-293469-0024,6019,M,2159,M,7190,M,3879,F,8419,M
2159-179154-0013_4859-29340-0016_8465-246940-0028_4441-76262-0034_7800-283492-0029,2159,M,4859,M,8465,F,4441,M,7800,F
4898-28461-0062_4297-13006-0012_2989-138028-0015_2911-7601-0036_5390-30102-0017,4898,M,4297,F,2989,F,2911,M,5390,M
4640-19188-0024_5703-47212-0023_4160-11549-0032_1363-135842-0023_201-122255-0037,4640,F,5703,M,4160,F,1363,F,201,M
2836-5355-0000_8098-278278-0007_2384-152900-0000_5688-41232-0046_2289-152258-0002,2836,F,8098,M,2384,M,5688,F,2289,M
5652-39938-0061_3830-12535-0033_8770-295462-0036_3242-8112-0035_4397-15666-0012,5652,F,3830,M,8770,M,3242,M,4397,M
5339-14134-0000_2182-150130-0027_403-216-0028_8465-246940-0026_8324-286682-0012,5339,F,2182,F,403,F,8465,F,8324,F
26-495-0079_8425-291444-0013_5393-19218-0014_6454-120342-0001_7517-100429-0004,26,M,8425,M,5393,F,6454,M,7517,F
4898-20016-0019_7113-86041-0067_7059-77897-0019_40-121026-0005_7302-86815-0023,4898,M,7113,F,7059,F,40,F,7302,F
2514-149482-0040_3240-131232-0012_196-122159-0028_5393-19218-0024_4014-186183-0026,2514,M,3240,M,196,M,5393,F,4014,M
211-122442-0078_311-124404-0099_6818-68772-0039_3879-174923-0072_2911-7601-0012,211,F,311,M,6818,F,3879,F,2911,M
7447-91187-0000_229-130880-0019_1034-121119-0014_3699-175950-0003_2514-149482-0099,7447,M,229,M,1034,M,3699,M,2514,M
7367-86737-0112_1334-135589-0066_4481-17498-0012_163-122947-0049_7067-76047-0027,7367,M,1334,M,4481,F,163,M,7067,M
6836-61804-0012_163-122947-0034_3526-175658-0010_322-124147-0035_248-130697-0003,6836,M,163,M,3526,F,322,F,248,F
4788-91208-0016_6836-61803-0004_2384-152900-0001_3374-298026-0026_2391-145015-0065,4788,M,6836,M,2384,M,3374,M,2391,F
5390-24512-0025_3807-4955-0036_8238-274553-0002_2843-152918-0035_2989-138028-0052,5390,M,3807,M,8238,F,2843,M,2989,F
730-360-0013_8014-112602-0005_5390-30102-0002_5049-25947-0085_19-198-0011,730,F,8014,F,5390,M,5049,M,19,F
3526-176651-0007_5049-25947-0060_3486-166424-0032_2691-156745-0031_1926-147987-0019,3526,F,5049,M,3486,M,2691,F,1926,F
6476-57446-0028_7800-283492-0028_8419-293473-0008_4362-15663-0079_8747-293952-0096,6476,F,7800,F,8419,M,4362,F,8747,M
4481-17499-0030_5163-39921-0055_7178-34644-0042_4267-287369-0027_2911-7601-0005,4481,F,5163,F,7178,F,4267,M,2911,M
7059-77900-0034_2691-156750-0017_32-4137-0058_5688-41232-0011_3983-5371-0006,7059,F,2691,F,32,F,5688,F,3983,F
6848-252323-0011_27-124992-0054_2159-179157-0020_248-130652-0016_909-131041-0007,6848,M,27,M,2159,M,248,F,909,M
8098-278252-0034_254-12312-0000_7447-91187-0025_3168-173565-0038_5750-35690-0023,8098,M,254,M,7447,M,3168,M,5750,M
911-128684-0001_6880-216547-0101_8123-275216-0014_5163-18515-0006_1081-125237-0080,911,M,6880,M,8123,F,5163,F,1081,M
3168-173564-0003_4297-13006-0014_446-123501-0002_3240-131231-0069_6081-41997-0023,3168,M,4297,F,446,M,3240,M,6081,M
8419-286676-0015_7794-295955-0012_1737-142396-0018_2002-139469-0021_3857-182317-0025,8419,M,7794,F,1737,F,2002,M,3857,M
4680-16026-0015_5808-54425-0047_5049-25947-0078_445-123857-0009_40-222-0039,4680,F,5808,M,5049,M,445,M,40,F
150-132655-0024_481-123719-0000_8770-295463-0020_3242-8112-0009_7780-274562-0057,150,F,481,M,8770,M,3242,M,7780,F
4813-248638-0051_3807-4955-0003_6209-34601-0022_374-180299-0025_911-130578-0017,4813,M,3807,M,6209,M,374,M,911,M
8465-246940-0002_8095-274346-0026_6880-216547-0083_3982-178459-0044_8838-298546-0036,8465,F,8095,M,6880,M,3982,F,8838,M
7800-283492-0022_1743-142913-0025_2836-5355-0035_426-122819-0026_8051-119902-0018,7800,F,1743,M,2836,F,426,F,8051,F
4088-158079-0005_8088-284756-0061_302-123516-0016_4680-16042-0038_298-126790-0042,4088,F,8088,M,302,F,4680,F,298,F
2843-152918-0069_226-122538-0022_4406-16883-0026_2092-145706-0015_4088-158077-0057,2843,M,226,F,4406,M,2092,F,4088,F
8580-287364-0018_8088-284756-0070_1723-141149-0075_7800-283478-0030_8770-295462-0033,8580,M,8088,M,1723,M,7800,F,8770,M
1867-154075-0036_2817-142371-0043_3436-172171-0017_8747-293952-0100_4680-16026-0007,1867,M,2817,F,3436,M,8747,M,4680,F
3240-131231-0019_7190-90542-0058_1594-135914-0102_201-127786-0002_4195-17507-0004,3240,M,7190,M,1594,M,201,M,4195,F
3947-13260-0036_6818-68772-0017_6531-61334-0098_163-122947-0086_911-128684-0057,3947,F,6818,F,6531,F,163,M,911,M
5514-19192-0045_8797-294123-0061_32-21634-0000_426-122819-0025_3830-12530-0040,5514,F,8797,M,32,F,426,F,3830,M
2092-145706-0034_1970-28415-0033_4051-11218-0054_8425-287387-0005_78-368-0018,2092,F,1970,F,4051,F,8425,M,78,M
6563-285357-0028_2136-5143-0019_4014-186179-0000_403-128339-0047_4898-28461-0022,6563,M,2136,M,4014,M,403,F,4898,M
1963-142393-0013_89-218-0025_6078-54007-0009_4340-15220-0084_6147-34605-0035,1963,F,89,F,6078,F,4340,F,6147,F
1263-138246-0008_1502-122619-0027_6415-100596-0018_3879-174923-0070_103-1240-0031,1263,F,1502,F,6415,F,3879,F,103,F
6836-61804-0013_5339-14133-0055_1553-140048-0018_7190-90542-0011_460-172357-0023,6836,M,5339,F,1553,F,7190,M,460,M
3259-158083-0070_441-128982-0012_8609-283227-0046_4481-17498-0033_3879-174923-0068,3259,F,441,F,8609,M,4481,F,3879,F
730-359-0004_8051-119902-0012_4297-13009-0033_4680-16026-0004_196-122159-0025,730,F,8051,F,4297,F,4680,F,196,M
5456-24741-0007_4481-17498-0042_2007-149877-0058_4640-19188-0020_5390-30102-0021,5456,M,4481,F,2007,F,4640,F,5390,M
2092-145709-0006_5393-19218-0044_4397-15678-0039_405-130895-0011_8324-286682-0011,2092,F,5393,F,4397,M,405,M,8324,F
1334-135589-0040_7078-271888-0063_4014-186175-0000_7505-258958-0012_4160-11550-0015,1334,M,7078,F,4014,M,7505,M,4160,F
8123-275216-0015_2764-36617-0024_89-218-0048_3440-171006-0008_5561-41616-0027,8123,F,2764,F,89,F,3440,F,5561,F
7264-92316-0018_7302-86814-0001_4137-11701-0038_3830-12529-0004_7226-86965-0015,7264,M,7302,F,4137,F,3830,M,7226,M
7178-34644-0037_5703-47198-0006_460-172359-0004_1553-140048-0036_1743-142913-0009,7178,F,5703,M,460,M,1553,F,1743,M
8770-295462-0021_4014-186183-0010_39-121914-0050_1355-39947-0026_5339-14133-0050,8770,M,4014,M,39,F,1355,M,5339,F
5808-54425-0045_6415-111615-0001_1963-142776-0017_5322-7680-0012_8324-286682-0033,5808,M,6415,F,1963,F,5322,M,8324,F
4018-107312-0029_4160-11549-0033_302-123516-0004_441-128988-0014_1963-142393-0021,4018,M,4160,F,302,F,441,F,1963,F
7078-271888-0039_4051-11218-0022_3982-178459-0017_839-130898-0042_39-121914-0001,7078,F,4051,F,3982,F,839,M,39,F
481-123720-0027_4397-15668-0020_8419-286667-0006_8797-294123-0040_5463-39173-0004,481,M,4397,M,8419,M,8797,M,5463,M
7302-86814-0040_7859-102518-0000_587-41611-0003_6476-57446-0084_211-122425-0080,7302,F,7859,F,587,F,6476,F,211,F
1737-148989-0036_6064-300880-0034_32-4137-0043_233-134440-0006_7859-102518-0022,1737,F,6064,F,32,F,233,M,7859,F
1841-159771-0016_6836-61804-0021_8425-292520-0022_3168-173564-0026_1088-134315-0034,1841,F,6836,M,8425,M,3168,M,1088,F
1553-140047-0003_1263-141777-0033_5789-57195-0020_248-130697-0021_4267-78186-0024,1553,F,1263,F,5789,F,248,F,4267,M
3486-166424-0041_405-130895-0018_1594-135914-0055_3168-173564-0034_1624-168623-0047,3486,M,405,M,1594,M,3168,M,1624,M
7190-90542-0039_1081-125237-0089_8324-286682-0037_254-127705-0006_5678-43302-0015,7190,M,1081,M,8324,F,254,M,5678,M
6529-62556-0046_2989-138028-0048_7278-246956-0025_696-92939-0024_8419-286667-0028,6529,M,2989,F,7278,M,696,F,8419,M
6078-54013-0004_5393-19218-0049_125-121342-0047_403-216-0007_4813-248638-0040,6078,F,5393,F,125,F,403,F,4813,M
4340-15220-0020_481-123720-0025_8975-270782-0024_198-129977-0024_4267-78186-0019,4340,F,481,M,8975,F,198,F,4267,M
6848-252322-0011_3374-298026-0041_4214-7146-0025_2911-7601-0041_6563-285357-0007,6848,M,3374,M,4214,F,2911,M,6563,M
6476-96661-0005_7859-102519-0013_2893-139310-0004_5652-19215-0045_150-126112-0015,6476,F,7859,F,2893,M,5652,F,150,F
1841-159771-0042_481-123719-0022_696-92939-0002_4830-25898-0040_5322-7679-0026,1841,F,481,M,696,F,4830,M,5322,M
7067-76047-0016_3947-13262-0035_233-134440-0042_4088-158077-0017_311-124404-0010,7067,M,3947,F,233,M,4088,F,311,M
1867-148436-0010_481-123720-0006_328-129766-0086_5652-39938-0016_6818-68772-0003,1867,M,481,M,328,F,5652,F,6818,F
307-127535-0017_198-209-0032_5678-43301-0015_7635-105661-0033_5456-58161-0012,307,M,198,F,5678,M,7635,F,5456,M
4441-76263-0037_8014-112602-0023_32-21625-0017_87-121553-0033_8095-274346-0056,4441,M,8014,F,32,F,87,F,8095,M
4137-11701-0016_3983-5331-0023_254-27760-0027_2182-181183-0014_248-130652-0022,4137,F,3983,F,254,M,2182,F,248,F
7859-102518-0019_198-129977-0014_2136-5143-0018_2289-152257-0010_7511-102419-0051,7859,F,198,F,2136,M,2289,M,7511,F
6367-74004-0009_5789-70653-0023_3857-182315-0020_5652-39938-0044_6476-57446-0042,6367,M,5789,F,3857,M,5652,F,6476,F
4788-294466-0025_1034-121119-0044_78-369-0026_1992-141719-0007_3607-135982-0027,4788,M,1034,M,78,M,1992,F,3607,M
5393-19219-0034_3857-182317-0010_1578-6379-0048_1867-154071-0033_7800-283493-0004,5393,F,3857,M,1578,F,1867,M,7800,F
3112-9554-0014_2159-179154-0039_403-126855-0018_1898-145724-0001_8051-119902-0037,3112,F,2159,M,403,F,1898,F,8051,F
332-128985-0052_1970-26100-0027_7367-86737-0035_1246-124550-0037_441-128982-0025,332,M,1970,F,7367,M,1246,F,441,F
8609-283227-0040_2989-138035-0031_198-126831-0030_1088-134315-0057_8465-246943-0017,8609,M,2989,F,198,F,1088,F,8465,F
289-121652-0027_103-1240-0040_8051-119902-0034_441-130108-0005_7780-274562-0047,289,F,103,F,8051,F,441,F,7780,F
118-121721-0005_2817-142371-0015_441-130108-0011_481-123719-0031_250-142276-0045,118,M,2817,F,441,F,481,M,250,F
3830-12535-0018_831-130739-0056_2764-36619-0031_6818-68772-0034_696-93314-0051,3830,M,831,M,2764,F,6818,F,696,F
2764-36619-0027_196-122159-0003_446-123502-0045_302-123523-0026_2989-138028-0014,2764,F,196,M,446,M,302,F,2989,F
403-128339-0042_5192-19397-0020_426-122822-0032_8063-274116-0008_4397-15678-0027,403,F,5192,M,426,F,8063,M,4397,M
6081-41998-0037_3699-175950-0000_909-131045-0000_405-130895-0006_8226-274369-0040,6081,M,3699,M,909,M,405,M,8226,M
6437-66173-0038_7635-105661-0048_27-123349-0049_298-126791-0032_481-123719-0004,6437,M,7635,F,27,M,298,F,481,M
40-121026-0033_5393-19218-0018_8088-284756-0034_1970-10594-0005_201-127786-0065,40,F,5393,F,8088,M,1970,F,201,M
5463-39174-0046_26-495-0056_89-218-0022_3235-28452-0001_7059-88364-0033,5463,M,26,M,89,F,3235,F,7059,F
8629-261139-0048_7367-86737-0079_4898-20016-0006_1743-142912-0036_201-127786-0070,8629,M,7367,M,4898,M,1743,M,201,M
5163-39921-0048_3436-172171-0036_7800-283493-0022_89-219-0002_4853-27670-0014,5163,F,3436,M,7800,F,89,F,4853,F
2989-138035-0040_3526-175658-0032_7302-86814-0042_460-172359-0086_5192-19396-0000,2989,F,3526,F,7302,F,460,M,5192,M
6181-216552-0035_4481-17498-0037_8425-287387-0012_5703-47198-0011_1363-135842-0027,6181,M,4481,F,8425,M,5703,M,1363,F
374-180299-0015_125-121124-0018_4813-248638-0045_8088-284756-0075_2289-152257-0009,374,M,125,F,4813,M,8088,M,2289,M
2182-181173-0030_332-128985-0033_1624-142933-0011_5104-33406-0007_6848-252323-0010,2182,F,332,M,1624,M,5104,M,6848,M
2911-15045-0013_5322-7678-0028_7635-105661-0025_6209-34599-0001_5808-48608-0026,2911,M,5322,M,7635,F,6209,M,5808,M
669-129061-0018_6415-111615-0032_446-123502-0049_4160-14187-0023_7800-283492-0013,669,F,6415,F,446,M,4160,F,7800,F
248-130644-0012_4853-27671-0034_5808-54425-0049_7800-283478-0012_6081-41997-0016,248,F,4853,F,5808,M,7800,F,6081,M
7067-76048-0049_1235-135884-0008_6019-3185-0010_89-218-0003_405-130894-0032,7067,M,1235,M,6019,M,89,F,405,M
2391-145015-0120_5789-57195-0009_4362-15663-0105_3374-298026-0044_6081-41997-0003,2391,F,5789,F,4362,F,3374,M,6081,M
